N°;EXPEDIENTE;NOMBRE_PROY;CONVENIO;UBIGEO_TOTAL;DEPARTAMENTO;PROVINCIA;DISTRITO;CENTRO_POBLADO;COD_UT;UNIDAD_TERRITORIAL;COD_SUB_TIPO_PROY;SUB_TIPO_PROY;ALIAS_ SUB_TIPO_PROY;RESUMEN_ETAPA;FECHA_INICIO;FECHA_TERMINO;MONTO_APROB;HOGARES
599;2220230007;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR COLLORANI;2220230003;2109030024;PUNO;MOHO;HUAYRAPATA;COLLORANI;22;PUNO;108;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PROYECTOS EN EJECUCIÓN;2/08/2023;(en blanco); 1,200,000 ; 200 
600;0420230005;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR TAMBOMAYO- CARHUAQUERO;0420230011;0601050090;CAJAMARCA;CAJAMARCA;ENCAÑADA;TAMBOMAYO;04;CAJAMARCA;108;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PROYECTOS EN EJECUCIÓN;2/10/2023;(en blanco); 1,200,000 ; 200 
601;0620230003;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR MOLLEBAMBA;0620230003;1310040001;LA LIBERTAD;SANTIAGO DE CHUCO;MOLLEBAMBA;MOLLEBAMBA;06;TRUJILLO;108;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PROYECTOS EN EJECUCIÓN;8/09/2023;(en blanco); 1,200,000 ; 200 
602;0620230007;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PAUCARMARCA;0620230005;1308060030;LA LIBERTAD;PATAZ;HUAYO;PAUCARMARCA;06;TRUJILLO;108;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PROYECTOS EN EJECUCIÓN;1/10/2023;(en blanco); 1,200,000 ; 200 
603;0420230004;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR TUMBADEN ALTO - EL SURO;0420230002;0612040016;CAJAMARCA;SAN PABLO;TUMBADEN;PEÑA BLANCA;04;CAJAMARCA;108;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PROYECTOS EN EJECUCIÓN;2/10/2023;(en blanco); 1,200,000 ; 200 
604;0520230010;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SHUCUSH;0520230010;0106060007;AMAZONAS;RODRIGUEZ DE MENDOZA;LONGAR;SHUCUSH;05;CHACHAPOYAS;108;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PROYECTOS EN EJECUCIÓN;1/09/2023;(en blanco); 1,200,000 ; 200 
605;1720230008;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR HUANCA HUANCA SECTOR 2;1720230002;0903070001;HUANCAVELICA;ANGARAES;HUANCA-HUANCA;HUANCA HUANCA;17;HUANCAVELICA;108;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PROYECTOS EN EJECUCIÓN;1/08/2023;(en blanco); 1,020,000 ; 170 
606;1720230005;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CCOLLPA;1720230007;0902060014;HUANCAVELICA;ACOBAMBA;PAUCARA;AGUAS TERMALES;17;HUANCAVELICA;108;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PROYECTOS EN EJECUCIÓN;1/08/2023;(en blanco); 1,200,000 ; 200 
607;0520230009;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR LONGAR;0520230009;0106060001;AMAZONAS;RODRIGUEZ DE MENDOZA;LONGAR;LONGAR;05;CHACHAPOYAS;108;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PROYECTOS EN EJECUCIÓN;1/09/2023;(en blanco); 1,200,000 ; 200 
608;0420230001;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR ANISPAMPA;0420230003;0612020016;CAJAMARCA;SAN PABLO;SAN BERNARDINO;ANISPAMPA;04;CAJAMARCA;108;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PROYECTOS EN EJECUCIÓN;2/10/2023;(en blanco); 1,200,000 ; 200 
609;2220230012;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR VILLA BLANCA;2220230008;2104070167;PUNO;CHUCUITO;ZEPITA;VILLA BLANCA;22;PUNO;108;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PROYECTOS EN EJECUCIÓN;2/08/2023;(en blanco); 1,398,000 ; 233 
610;0220230012;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR FRIAS 22;0220230002;2002020085;PIURA;AYABACA;FRIAS;LA CRIA;02;PIURA;108;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PROYECTOS EN EJECUCIÓN;1/12/2023;(en blanco); 1,200,000 ; 200 
611;0220230011;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR FRIAS 21;0220230001;2002020084;PIURA;AYABACA;FRIAS;CONDORHUACHINA;02;PIURA;108;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PROYECTOS EN EJECUCIÓN;1/12/2023;(en blanco); 1,200,000 ; 200 
612;2520230002;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PALLASCA2;2520230006;0215080001;ANCASH;PALLASCA;PALLASCA;PALLASCA;25;CHIMBOTE;108;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Sierra;PROYECTOS EN EJECUCIÓN;1/08/2023;(en blanco); 1,200,000 ; 200 
613;0720230002;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR VALLE DEL SHUMANZA;0720230008;2206020063;SAN MARTIN;MARISCAL CACERES;CAMPANILLA;NUEVO JAEN;07;TARAPOTO;109;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PROYECTOS EN EJECUCIÓN;1/09/2023;(en blanco); 1,360,000 ; 200 
614;0420230010;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAN PEDRO-EL ROLLO;0420230008;0606030014;CAJAMARCA;CUTERVO;CHOROS;SAN PEDRO;04;CAJAMARCA;109;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PROYECTOS EN EJECUCIÓN;2/10/2023;(en blanco); 1,360,000 ; 200 
615;0720230006;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR VALLE DEL PAVO;0720230006;2202030050;SAN MARTIN;BELLAVISTA;BAJO BIAVO;PUEBLO LIBRE;07;TARAPOTO;109;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PROYECTOS EN EJECUCIÓN;1/09/2023;(en blanco); 1,360,000 ; 200 
616;1520230003;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAN PEDRO DE CHIO;1520230001;2503020044;UCAYALI;PADRE ABAD;IRAZOLA;SAN PEDRO DE CHIO;15;PUCALLPA;109;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PROYECTOS EN EJECUCIÓN;1/11/2023;(en blanco); 1,360,000 ; 200 
617;0720230003;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR ALFONSO UGARTE;0720230003;2207080008;SAN MARTIN;PICOTA;SHAMBOYACU;ALFONSO UGARTE;07;TARAPOTO;109;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PROYECTOS EN EJECUCIÓN;1/09/2023;(en blanco); 1,360,000 ; 200 
618;1520230002;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR NUEVA ITALIA;1520230004;2502030015;UCAYALI;ATALAYA;TAHUANIA;NUEVA ITALIA;15;PUCALLPA;109;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PROYECTOS EN EJECUCIÓN;1/12/2023;(en blanco); 1,360,000 ; 200 
619;0720230007;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR VALLE DEL ALTO CUIPARILLO;0720230001;1602110004;LORETO;ALTO AMAZONAS;TENIENTE CESAR LOPEZ ROJAS;GLORIA;07;TARAPOTO;109;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PROYECTOS EN EJECUCIÓN;1/09/2023;(en blanco); 1,360,000 ; 200 
620;0420230009;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CHOROS-MESARRUME;0420230007;0606030001;CAJAMARCA;CUTERVO;CHOROS;CHOROS;04;CAJAMARCA;109;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PROYECTOS EN EJECUCIÓN;2/10/2023;(en blanco); 1,360,000 ; 200 
621;0420230012;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR YAMBOLON;0420230010;0608070002;CAJAMARCA;JAEN;POMAHUACA;PALO BLANCO;04;CAJAMARCA;109;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PROYECTOS EN EJECUCIÓN;2/10/2023;(en blanco); 1,360,000 ; 200 
622;0720230004;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PARAISO;0720230004;2207080036;SAN MARTIN;PICOTA;SHAMBOYACU;PARAISO;07;TARAPOTO;109;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PROYECTOS EN EJECUCIÓN;1/09/2023;(en blanco); 1,360,000 ; 200 
623;0720230005;"PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR VALLE DEL BIAVO
";0720230005;2202030042;SAN MARTIN;BELLAVISTA;BAJO BIAVO;DOS UNIDOS;07;TARAPOTO;109;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PROYECTOS EN EJECUCIÓN;1/09/2023;(en blanco); 1,360,000 ; 200 
624;0720230001;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CUÑUMBUZA;0720230007;2206020031;SAN MARTIN;MARISCAL CACERES;CAMPANILLA;ALTO CUÑUMBUZA;07;TARAPOTO;109;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PROYECTOS EN EJECUCIÓN;1/09/2023;(en blanco); 1,360,000 ; 200 
625;0420230011;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR POMAHUACA;0420230009;0608070001;CAJAMARCA;JAEN;POMAHUACA;POMAHUACA;04;CAJAMARCA;109;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PROYECTOS EN EJECUCIÓN;2/10/2023;(en blanco); 1,360,000 ; 200 
626;1520230001;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR BOLOGNESI;1520230003;2502030001;UCAYALI;ATALAYA;TAHUANIA;BOLOGNESI;15;PUCALLPA;109;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PROYECTOS EN EJECUCIÓN;1/12/2023;(en blanco); 1,360,000 ; 200 
627;0720230008;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR VALLE DEL YANAYACU;0720230002;1602110018;LORETO;ALTO AMAZONAS;TENIENTE CESAR LOPEZ ROJAS;NUEVO PAPAPLAYA;07;TARAPOTO;109;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PROYECTOS EN EJECUCIÓN;1/09/2023;(en blanco); 1,360,000 ; 200 
628;1520230004;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR NUEVA UNIÓN PALOMETA;1520230002;2503020010;UCAYALI;PADRE ABAD;IRAZOLA;NUEVA UNION (PALOMETA);15;PUCALLPA;109;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2023-RO Selva;PROYECTOS EN EJECUCIÓN;1/11/2023;(en blanco); 1,360,000 ; 200 
629;0220130001;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NE FRIAS 2;0220130007;2002020014;PIURA;AYABACA;FRIAS;PARIHUANAS;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;5/09/2013;30/06/2016; 573,500 ; 156 
630;0220130002;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NE FRIAS 1;0220130008;2002020034;PIURA;AYABACA;FRIAS;EL COMUN;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;5/09/2013;30/06/2016; 410,700 ; 111 
631;0220130003;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NE FRIAS 3;0220130009;2002020045;PIURA;AYABACA;FRIAS;ALTO PARIHUANAS;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;5/09/2013;30/06/2016; 247,900 ; 67 
632;0220130006;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NE SONDORILLO 1;0220130011;2003080019;PIURA;HUANCABAMBA;SONDORILLO;LACCHAN ALTO;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;5/09/2013;30/06/2016; 425,500 ; 115 
633;0220130007;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NE SONDORILLO 2;0220130012;2003080031;PIURA;HUANCABAMBA;SONDORILLO;UCHUPATA;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;5/09/2013;30/06/2016; 403,300 ; 109 
634;0220130008;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NE SONDORILLO 3;0220130013;2003080029;PIURA;HUANCABAMBA;SONDORILLO;TIERRA NEGRA;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;5/09/2013;30/06/2016; 473,600 ; 128 
635;0220130009;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NE SONDORILLO 4;0220130014;2003080026;PIURA;HUANCABAMBA;SONDORILLO;LACCHAN;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;5/09/2013;30/06/2016; 536,500 ; 145 
636;0220130010;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NE HUARMACA 1;0220130004;2003040275;PIURA;HUANCABAMBA;HUARMACA;NUEVO PORVENIR;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;5/09/2013;30/06/2016; 436,600 ; 118 
637;0220130011;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NE HUARMACA 3;0220130005;2003040099;PIURA;HUANCABAMBA;HUARMACA;SANTA ROSA;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;5/09/2013;30/06/2016; 521,700 ; 141 
638;0220130012;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NE HUARMACA 2;0220130006;2003040276;PIURA;HUANCABAMBA;HUARMACA;SAN FRANCISCO DE LAGUNA;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;5/09/2013;30/06/2016; 436,600 ; 118 
639;0220130014;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NE FRIAS 4;0220130010;2002020012;PIURA;AYABACA;FRIAS;CHAYE GRANDE;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;5/09/2013;30/06/2016; 329,300 ; 89 
640;0220130019;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR JILILI2 ;0220130023;2002030012;PIURA;AYABACA;JILILI;PUEBLO NUEVO DE HUALAMBI;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;7/02/2014;30/06/2016; 321,900 ; 87 
641;0220130020;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR JILILI 1;0220130024;2002030009;PIURA;AYABACA;JILILI;ARADA ALTA;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;7/02/2014;30/06/2016; 381,100 ; 103 
642;0220130021;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR JILILI 3;0220130025;2002030018;PIURA;AYABACA;JILILI;BELLAVISTA BAJA;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;7/02/2014;30/06/2016; 444,000 ; 120 
643;0220130022;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR SICCHEZ 2;0220130020;2002090022;PIURA;AYABACA;SICCHEZ;MONTERRICO;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;7/02/2014;30/06/2016; 499,500 ; 135 
644;0220130023;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR SICCHEZ 1;0220130021;2002090012;PIURA;AYABACA;SICCHEZ;LAS VEGAS;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;7/02/2014;30/06/2016; 303,400 ; 82 
645;0220130024;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR SICCHEZ 3;0220130022;2002090025;PIURA;AYABACA;SICCHEZ;SICCHEZPAMPA;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;7/02/2014;30/06/2016; 373,700 ; 101 
646;0220130025;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR MONTERO 1;0220130015;2002050030;PIURA;AYABACA;MONTERO;CUÑALA;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;7/02/2014;30/06/2016; 307,100 ; 83 
647;0220130026;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR MONTERO 3;0220130016;2002050040;PIURA;AYABACA;MONTERO;SICACATE;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;7/02/2014;30/06/2016; 429,200 ; 116 
648;0220130027;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR MONTERO 2;0220130017;2002050026;PIURA;AYABACA;MONTERO;NARANJO DE CHONTA;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;7/02/2014;30/06/2016; 462,500 ; 125 
649;0220130028;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR MONTERO 5;0220130018;2002050001;PIURA;AYABACA;MONTERO;MONTERO;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;7/02/2014;30/06/2016; 392,200 ; 106 
650;0220130029;DESARROLLO DE CAPACIDADES PRODUCTIVAS Y DE EMPRENDIMIENTOS RURALES - MI CHACRA EMPRENDEDORA (HAKU WIÑAY) DEL NÚCLEO EJECUTOR MONTERO 4;0220130019;2002050001;PIURA;AYABACA;MONTERO;MONTERO;02;PIURA;40;Mi Chacra Emprend. (Haku Wiñay) 2013 - RO;PE Mi Chacra Emp.(Haku Wiñay) 2013 - RO;PROYECTOS CULMINADOS;7/02/2014;30/06/2016; 458,800 ; 124 
651;0220130030;PP 0118: ACCESO DE HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR FRIAS 10;0220140008;2002020078;PIURA;AYABACA;FRIAS;CULCAS;02;PIURA;53;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PP Acceso de Hogares Rurales a Mercados Locales 2014 - RO;PROYECTOS CULMINADOS;4/08/2014;5/04/2017; 508,057 ; 126 
